cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal
Engenheiro de Dados,Banco Itaú,10.964,"São Paulo, São Paulo",Híbrido,Pleno,5.5 anos de experiência,CLT,181.150,"Inclui bônus, PLR, stock options e comissões",146.150,35.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,15.096
Engenheiro de Dados,Softplan,8.000,"Florianópolis, Santa Catarina",Remoto,Pleno,4 anos de experiência,CLT,114.640,"Inclui bônus, PLR, stock options e comissões",106.640,8.000,Funcionário em março de 2025,DevOps,Vale Refeição | Plano de Saúde | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,9.553
Engenheiro de Dados,Banco Itaú,9.500,São Paulo,Híbrido,Pleno,8 anos de experiência,CLT,138.635,"Inclui bônus, PLR, stock options e comissões",126.635,12.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,11.553
Engenheiro de Dados,Pagbank,6.300,Pernambuco,Remoto,Júnior,3.5 anos de experiência,CLT,96.579,"Inclui bônus, PLR, stock options e comissões",83.979,12.600,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,8.048
Engenheiro de Dados,Boston Consulting Group (BCG),10.000,"São Paulo, São Paulo",Híbrido,Pleno,3 anos de experiência,CLT,171.960,"Inclui bônus, PLR, stock options e comissões",133.300,12.000,Saiu da empresa em 2024 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Viagens | Celular Corporativo | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,14.330
Engenheiro de Dados,Banco Santander,7.000,"São Paulo, São Paulo",Híbrido,Júnior,2 anos de experiência,CLT,123.310,"Inclui bônus, PLR, stock options e comissões",93.310,30.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,10.276
Engenheiro de Dados,3CON IT & DIGITAL,8.500,"Rio de Janeiro, Rio de Janeiro",Remoto,Pleno,3.5 anos de experiência,CLT,113.305,"Inclui bônus, PLR, stock options e comissões",113.305,Não informado,Saiu da empresa em 2025 (ex-funcionário),Ciência de dados e Big data,Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Gympass ou subsídio para academia,9.442
Engenheiro de Dados,AnotAi,14.000,"São Paulo, São Paulo",Remoto,Sênior,4 anos de experiência,CLT,186.620,"Inclui bônus, PLR, stock options e comissões",186.620,Não informado,Funcionário em março de 2025,Desenvolvimento de APIs (Back-End),Vale Refeição | Plano de Saúde | Gympass ou subsídio para academia | Apoio psicológico,15.552
Engenheiro de Dados,Econodata,5.700,"São Paulo, São Paulo",Remoto,Sênior,2.5 anos de experiência,CLT,75.981,"Inclui bônus, PLR, stock options e comissões",75.981,Não informado,Funcionário em março de 2025,Não informado,Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Gympass ou subsídio para academia,6.332
Engenheiro de Dados,Banco Itaú,11.850,"São Paulo, São Paulo",Híbrido,Pleno,6 anos de experiência,CLT,189.961,"Inclui bônus, PLR, stock options e comissões",157.961,32.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,15.830
Engenheiro de Dados,TAKING RESULTS E INFORMÁTICA,14.080,"São Paulo, São Paulo",Remoto,Pleno,6 anos de experiência,PJ,168.960,"Inclui bônus, PLR, stock options e comissões",168.960,Não informado,Funcionário em março de 2025,Banco de Dados,Home Office | Horas extras | Gympass ou subsídio para academia | Apoio psicológico,14.080
Engenheiro de Dados,Banco BMG,2.560,"São Paulo, São Paulo",Remoto,Estagiário,1 ano de experiência,Estágio,30.720,"Inclui bônus, PLR, stock options e comissões",30.720,Não informado,Saiu da empresa em 2024 (ex-funcionário),DevOps,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida,2.560
Engenheiro de dados Júnior,Serasa experian,5.300,São Paulo,Híbrido,Júnior,2 anos de experiência,CLT,70.649,"Inclui bônus, PLR, stock options e comissões",70.649,Não informado,Funcionário em março de 2025,Outra,Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,5.887
Engenheiro de Dados,Mutant,7.210,"Belo Horizonte, Minas Gerais",Remoto,Pleno,4 anos de experiência,CLT,96.109,"Inclui bônus, PLR, stock options e comissões",96.109,Não informado,Funcionário em março de 2025,Engenharia de Software,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,8.009
Engenheiro de Dados,Compass UOL,7.639,Pernambuco,Remoto,Pleno,4 anos de experiência,CLT,101.828,"Inclui bônus, PLR, stock options e comissões",101.828,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,8.486
Engenheiro de Dados Pleno,BRF S.A.,6.500,"Curitiba, Paraná",Híbrido,Pleno,3 anos de experiência,CLT,93.145,"Inclui bônus, PLR, stock options e comissões",86.645,6.500,Funcionário em março de 2025,Não informado,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Licença paternidade estendida,7.762
Engenheiro de Dados,Lima consulting Brasil,8.000,"Goiânia, Goiás",Remoto,Pleno,4 anos de experiência,CLT,125.306,"Inclui bônus, PLR, stock options e comissões",106.640,16.000,Funcionário em março de 2025,Engenharia de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,10.442
Engenheiro de Dados,Banco Itaú,9.800,"São Paulo, São Paulo",Remoto,Pleno,5 anos de experiência,CLT,156.634,"Inclui bônus, PLR, stock options e comissões",130.634,26.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Previdência privada | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,13.053
Engenheiro de Dados,Sympla,8.500,"Belo Horizonte, Minas Gerais",Remoto,Pleno,4 anos de experiência,CLT,121.805,"Inclui bônus, PLR, stock options e comissões",113.305,8.500,Funcionário em março de 2025,Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,10.150
Engenheiro de Dados,Tdw bi consulting,3.325,"São Paulo, São Paulo",Híbrido,Júnior,2.6 anos de experiência,CLT,44.322,"Inclui bônus, PLR, stock options e comissões",44.322,Não informado,Funcionário em março de 2025,Engenharia de dados,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Celular Corporativo | Café Grátis | Day off no aniversário,3.694
Engenheiro de Dados,GAVB Consulting,10.600,"Canoas, Rio Grande do Sul",Remoto,Sênior,5 anos de experiência,CLT,166.298,"Inclui bônus, PLR, stock options e comissões",141.298,25.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,13.858
Engenheiro de Dados,BrasilPrev,10.000,"São Paulo, São Paulo",Híbrido,Pleno,6 anos de experiência,CLT,165.961,"Inclui bônus, PLR, stock options e comissões",133.300,10.000,Funcionário em março de 2025,"Aplicações (Salesforce, Workday, etc.)",Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,13.830
Engenheiro de Dados,Soluti Certificadora Digital,5.000,Goiás,Remoto,Júnior,2 anos de experiência,CLT,66.650,"Inclui bônus, PLR, stock options e comissões",66.650,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Plano de Saúde | Plano Odontológico | Home Office | Gympass ou subsídio para academia | Day off no aniversário,5.554
Engenheiro de Dados,GFT Technologies,7.500,"Brasília, Distrito Federal",Remoto,Pleno,1.83 anos de experiência,CLT,99.975,"Inclui bônus, PLR, stock options e comissões",99.975,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,8.331
Engenheiro de Dados,Globant,9.900,"São Paulo, São Paulo",Remoto,Pleno,8 anos de experiência,CLT,133.967,"Inclui bônus, PLR, stock options e comissões",131.967,2.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,11.164
Engenheiro de Dados,Riskified,37.500,São Paulo,Remoto,Sênior,12 anos de experiência,CLT,566.875,"Inclui bônus, PLR, stock options e comissões",499.875,27.000,Saiu da empresa em 2025 (ex-funcionário),Desenvolvimento de APIs (Back-End),Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Stock Options | Licença maternidade estendida | Licença paternidade estendida,47.240
Engenheiro de Dados,ExxonMobil,8.000,"Curitiba, Paraná",Presencial,Pleno,2 anos de experiência,CLT,114.640,"Inclui bônus, PLR, stock options e comissões",106.640,8.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Plano de Saúde | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,9.553
Engenheiro de Dados,Banco Itaú,10.900,"São Paulo, São Paulo",Híbrido,Pleno,6 anos de experiência,CLT,175.297,"Inclui bônus, PLR, stock options e comissões",145.297,30.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,14.608
Engenheiro de Dados,Pagbank,11.800,"São Paulo, São Paulo",Presencial,Sênior,7 anos de experiência,CLT,204.494,"Inclui bônus, PLR, stock options e comissões",157.294,47.200,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,17.041
Engenheiro de Dados,Avenue Code,15.000,São Paulo,Remoto,Sênior,5 anos de experiência,CLT,211.614,"Inclui bônus, PLR, stock options e comissões",199.950,1.000,Funcionário em março de 2025,DevOps,Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,17.635
Engenheiro de Dados,Banco Itaú,12.958,"São Paulo, São Paulo",Híbrido,Sênior,1 ano de experiência,CLT,212.035,"Inclui bônus, PLR, stock options e comissões",172.730,39.305,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,17.670
Engenheiro de Dados,Creditas,9.200,"São Paulo, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,132.636,"Inclui bônus, PLR, stock options e comissões",122.636,10.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,11.053
Engenheiro de Dados,Globo,9.200,"Curitiba, Paraná",Remoto,Pleno,4 anos de experiência,CLT,136.436,"Inclui bônus, PLR, stock options e comissões",122.636,13.800,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,11.370
Engenheiro de Dados,EloGroup,9.726,Rio de Janeiro,Remoto,Pleno,3 anos de experiência,CLT,139.944,"Inclui bônus, PLR, stock options e comissões",129.648,10.296,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,11.662
Engenheiro de Dados,EloGroup,7.500,Rio de Janeiro,Remoto,Júnior,1.9 anos de experiência,CLT,109.435,"Inclui bônus, PLR, stock options e comissões",99.975,9.460,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,9.120
Engenheiro de Dados,Maxxi,5.900,"São Paulo, São Paulo",Remoto,Pleno,4 anos de experiência,CLT,84.547,"Inclui bônus, PLR, stock options e comissões",78.647,5.900,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário,7.046
Engenheiro de Dados,Suzano,7.203,"São Paulo, São Paulo",Híbrido,Júnior,2 anos de experiência,CLT,112.016,"Inclui bônus, PLR, stock options e comissões",96.016,16.000,Funcionário em março de 2025,Banco de Dados,Plano de saúde | Vale-alimentação | Vale-refeição | PLR | Seguro de vida | Horário flexível | Home office | Gympass,9.335
Engenheiro de Dados,Leega,5.130,"São Paulo, São Paulo",Remoto,Júnior,2 anos de experiência,CLT,69.633,"Inclui bônus, PLR, stock options e comissões",68.383,1.250,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Apoio psicológico,5.803
Engenheiro de Dados,emdia,5.300,São Paulo,Híbrido,Pleno,0.1 anos de experiência,CLT,70.649,"Inclui bônus, PLR, stock options e comissões",70.649,Não informado,Oferta de emprego recebida em março de 2025,Não informado,Vale Refeição | Day off no aniversário,5.887
Engenheiro de Dados,Accenture,5.302,São Paulo,Remoto,Pleno,2.5 anos de experiência,CLT,87.173,"Inclui bônus, PLR, stock options e comissões",70.676,4.500,Saiu da empresa em 2024 (ex-funcionário),Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,7.264
Engenheiro de Dados Specialist,Nestlé,9.321,"Sorocaba , São Paulo",Remoto,Pleno,4 anos de experiência,CLT,149.249,"Inclui bônus, PLR, stock options e comissões",124.249,25.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,12.437
Engenheiro de dados,Faz Capital Agentes Autônomos de Investimento,4.000,"São Paulo, São Paulo",Remoto,Júnior,4 anos de experiência,PJ,52.000,"Inclui bônus, PLR, stock options e comissões",48.000,4.000,Funcionário em março de 2025,Banco de Dados,Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Apoio psicológico,4.333
Engenheiro de Dados,Grupo Boticário,7.400,Distrito Federal,Remoto,Pleno,4 anos de experiência,CLT,118.642,"Inclui bônus, PLR, stock options e comissões",98.642,20.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,9.887
Engenheiro de Dados,Mtrix,13.000,"São Paulo, São Paulo",Híbrido,Pleno,3 anos de experiência,PJ,156.000,"Inclui bônus, PLR, stock options e comissões",156.000,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Home Office | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,13.000
Engenheiro de Dados,Grupo Genial,10.700,"Jundiaí, São Paulo",Remoto,Sênior,3.3 anos de experiência,CLT,153.331,"Inclui bônus, PLR, stock options e comissões",142.631,10.700,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia,12.778
Engenheiro de Dados,origo energia,8.600,São Paulo,Remoto,Pleno,10 anos de experiência,CLT,114.638,"Inclui bônus, PLR, stock options e comissões",114.638,Não informado,Oferta de emprego recebida em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,9.553
Engenheiro de Dados,Avenue Code,11.000,"São, São Paulo",Remoto,Pleno,5 anos de experiência,CLT,164.630,"Inclui bônus, PLR, stock options e comissões",146.630,18.000,Funcionário em março de 2025,Não informado,Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Day off no aniversário | Apoio psicológico,13.719
Engenheiro de dados,Banco Santander,9.927,"São Paulo , São Paulo",Híbrido,Sênior,14 anos de experiência,CLT,132.327,"Inclui bônus, PLR, stock options e comissões",132.327,Não informado,Funcionário em março de 2025,Qualidade de dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,11.027
Engenheiro de Dados,dhauz,12.500,São Paulo,Remoto,Sênior,7 anos de experiência,CLT,166.625,"Inclui bônus, PLR, stock options e comissões",166.625,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário,13.885
Engenheiro de Dados,John Deere Brasil,7.200,São Paulo,Híbrido,Júnior,1 ano de experiência,CLT,117.976,"Inclui bônus, PLR, stock options e comissões",95.976,22.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,9.831
Engenheiro de Dados,dhauz,4.500,Minas Gerais,Remoto,Júnior,2.5 anos de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário,4.999
Engenheiro de Dados II,GFT Technologies,11.000,"Natal, Rio Grande do Norte",Remoto,Pleno,15 anos de experiência,CLT,146.630,"Inclui bônus, PLR, stock options e comissões",146.630,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,12.219
Engenheiro de Dados,CWI Software,8.000,São Paulo,Remoto,Pleno,3.8 anos de experiência,CLT,133.300,"Inclui bônus, PLR, stock options e comissões",106.640,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Gympass ou subsídio para academia,11.108
Engenheiro de Dados,Qualificar,19.017,Paraná,Remoto,Sênior,32 anos de experiência,CLT,253.497,"Inclui bônus, PLR, stock options e comissões",253.497,Não informado,Saiu da empresa em 2025 (ex-funcionário),Banco de Dados,Vale Refeição | Home Office,21.125
Engenheiro de Dados,Qive,12.000,"São Carlos, São Paulo",Remoto,Sênior,4 anos de experiência,CLT,183.960,"Inclui bônus, PLR, stock options e comissões",159.960,24.000,Saiu da empresa em 2024 (ex-funcionário),Engenharia de Software,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,15.330
Engenheiro de Dados,ilegra,4.224,Rio Grande do Sul,Remoto,Júnior,1 ano de experiência,CLT,56.304,"Inclui bônus, PLR, stock options e comissões",56.304,Não informado,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,4.692
Engenheiro de Dados Pleno,Raízen,6.800,"Piracicaba, São Paulo",Híbrido,Pleno,4 anos de experiência,CLT,104.244,"Inclui bônus, PLR, stock options e comissões",90.644,13.600,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,8.687
Engenheiro de Dados,Red Innovations,15.000,"São Paulo, São Paulo",Presencial,Sênior,10 anos de experiência,CLT,199.950,"Inclui bônus, PLR, stock options e comissões",199.950,Não informado,Funcionário em março de 2025,Banco de Dados,Home Office | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia,16.663
Engenheiro de Dados,Raízen Energia S.A,6.666,"São Paulo, São Paulo",Remoto,Pleno,5 anos de experiência,CLT,110.523,"Inclui bônus, PLR, stock options e comissões",88.858,15.000,Funcionário em março de 2025,Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,9.210
Engenheiro de Dados,BRQ Digital Solutions,13.600,"São Paulo, São Paulo",Remoto,Sênior,5 anos de experiência,CLT,181.288,"Inclui bônus, PLR, stock options e comissões",181.288,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,15.107
Engenheiro de Dados,Tata Consultancy Services,9.800,Rio de Janeiro,Remoto,Pleno,4 anos de experiência,CLT,130.764,"Inclui bônus, PLR, stock options e comissões",130.634,130,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,10.897
